省份,地市,网点名称,地址,电话,网点类型,来源页面,页码
广东省,佛山市,建设银行广东省佛山上沙支行,佛山市禅城区亲仁路7号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0.html,1
广东省,佛山市,建设银行广东省佛山开发区支行,佛山市禅城区普澜二路12号一座,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0.html,1
广东省,佛山市,建设银行广东省佛山环市支行,佛山市禅城区普君北路8号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0.html,1
广东省,佛山市,建设银行广东省佛山南庄支行,佛山市禅城区南庄镇南庄大道西25号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0.html,1
广东省,佛山市,建设银行广东省佛山南建支行,佛山市禅城区南庄镇解放路2号之二,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0.html,1
广东省,佛山市,建设银行广东省佛山建安支行,佛山市禅城区绿景路35号（绿景华庭2、3、4号铺）,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山榴苑支行,佛山市禅城区榴苑路19号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山深村支行,佛山市禅城区黎明一路23号2区首层商铺P18-P21,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山澜石支行,佛山市禅城区澜普路3号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山卫国支行,佛山市禅城区魁奇二路1号P12-16铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山同华支行,佛山市禅城区金源街33号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山江湾支行,佛山市禅城区江湾一路30号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山石湾支行,佛山市禅城区江湾三路21号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山建新支行,佛山市禅城区建新路2号首层P2商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山建象支行,佛山市禅城区季华五路32号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山永新支行,佛山市禅城区湖景路21号P3、P4、P5、P6商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山大观支行,佛山市禅城区高基街186号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山升平支行,佛山市禅城区高基街120号2座首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山锦华支行,佛山市禅城区福禄路120号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山建石支行,佛山市禅城区佛山大道南327号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_2.html,2
广东省,佛山市,建设银行广东省佛山建营支行,佛山市禅城区汾江南路79号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山福宁支行,佛山市禅城区汾江南路131号P16-17铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山汾南支行,佛山市禅城区汾江南路12号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山禅建支行,佛山市禅城区汾江南路126号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山敦厚支行,佛山市禅城区汾江北路18号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山新城支行,佛山市禅城区大福南路26号2区首层44-46商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山朝安南路支行,佛山市禅城区朝安南路63号B12、B13、B14、B15,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山杏坛分理处,佛山市顺德区杏坛镇齐杏居委会环镇路12号（一，二层）,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山宏悦分理处,佛山市顺德区容桂街道振华社区居民委员会桂洲大道中宏悦轩13号，风华路宏悦轩6号、7号、8号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山小王布分理处,佛山市顺德区容桂街道小王布村,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山桂洲支行,佛山市顺德区容桂街道细滘居委会桂新西路7号首层、二层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山容奇支行,佛山市顺德区容桂街道容山居委会凤祥南路3号一至三层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山天佑支行,佛山市顺德区容桂街道办事处振华居委会富华路43号（12-15号铺）,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山伦教支行,佛山市顺德区伦教伦常中路进雅名居4-9号商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山龙江支行,佛山市顺德区龙江镇文华路恒龙豪苑24-27号首层商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_3.html,3
广东省,佛山市,建设银行广东省佛山建龙分理处,佛山市顺德区龙江镇苏溪居委会龙山材料城301之一地块三座3号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山金盈分理处,佛山市顺德区龙江镇丰华北路6号丽江豪庭3-4号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山汇盈支行,佛山市顺德区龙江镇325国道龙江路段A1地块130号首层A1-A2（敬龙家私布艺城内）,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山乐从支行,佛山市顺德区乐从镇乐从社区居委会东区新华路B6号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山建顺分理处,佛山市顺德区乐从镇健登国际家私广场,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山华滨支行,佛山市顺德区乐从镇河滨大道乐华东“怡盛豪庭”11、12、13、14、15号商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山勒流支行,佛山市顺德区勒流镇勒流居委会建设西路127号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山玫瑰苑分理处,佛山市顺德区大良镇延年路都市玫瑰苑18、19、20、21号铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山锦绣分理处,佛山市顺德区大良街道云良路85号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山锦湖支行,佛山市顺德区大良街道文秀居委新基一路26号首二层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山大良支行,佛山市顺德区大良街道升平居委清晖路146号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山顺峰分理处,佛山市顺德区大良街道南江居委顺峰山工业区广珠公路边,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山顺德支行,佛山市顺德区大良街道办事处金榜居委会鉴海北路326号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山樟村支行,佛山市顺德区陈村镇旧圩居委会合成路百花楼40、42号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山陈村支行,佛山市顺德区陈村镇佛陈路壹号顺联广场一号楼首层、二层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_4.html,4
广东省,佛山市,建设银行广东省佛山建丰分理处,佛山市顺德区陈村镇白陈公路赤花路段顺联国际机械城一座14-15号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山北滘分理处,佛山市顺德区北滘镇北滘居委会新城区建设南东1、2座,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山建信支行,佛山市三水区西南街张边路2号21—23号铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山赤岗支行,佛山市三水区西南街园林路12号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山建新分理处,佛山市三水区西南街新华路四号之一,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山建锋支行,佛山市三水区西南街文锋中路20号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山建乐分理处,佛山市三水区西南街康乐路39号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山建宏支行,佛山市三水区西南街广海大道中34号首层、二层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山建南支行,佛山市三水区西南街道健力宝南路5号108－113号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山建兴支行,佛山市三水区西南街道德兴路22号首层122号，21号，首层123号，22号之59、60、61、62,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山南边支行,佛山市三水区乐平镇南边工业大道45号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山乐平支行,佛山市三水区乐平镇乐平大道12号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山白坭分理处,佛山市三水区白坭镇工业大道,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山盐步支行,佛山市南海区盐步镇穗盐路沙涌路段时代广场首层3、4、5号商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山小塘支行,佛山市南海区小塘镇长安路14号、16号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_5.html,5
广东省,佛山市,建设银行广东省佛山民建分理处,佛山市南海区西樵镇民乐城区综合市场C座1号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山樵建支行,佛山市南海区西樵镇江浦西路62、64号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山西樵支行,佛山市南海区西樵镇江浦东路马头岗银轩酒店首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山松岗支行,佛山市南海区松岗镇松岗大道129号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山平建支行,佛山市南海区平洲镇永安中路禅平酒店首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山平洲支行,佛山市南海区平洲永安北路19号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山丽晶支行,佛山市南海区南海大道五十四街区海六路南和基花园首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山罗村支行,佛山市南海区罗村镇南湖一路6号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山乐安分理处,佛山市南海区罗村镇乐安联星大道粤丰汽配批发市场F2幢130号铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山建银支行,佛山市南海区罗村镇城中路43号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山里水支行,佛山市南海区里水镇振兴路25号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山金信支行,佛山市南海区九江镇儒林西路46号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山九江支行,佛山市南海区九江镇洛浦大道永辉大厦,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山黄岐支行,佛山市南海区黄岐岐西路岐江广场首层A、D、E座17-21号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山岐建支行,佛山市南海区黄岐鄱阳路154号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_6.html,6
广东省,佛山市,建设银行广东省佛山花建分理处,佛山市南海区黄岐嘉洲花园西区商铺139-140号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山桂城支行,佛山市南海区桂城南新五路20号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山南海支行,佛山市南海区桂城南海大道建行大厦,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山兴业支行,佛山市南海区桂城南海大道7号美豪村首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山桂花园支行,佛山市南海区桂城南桂东路38号房地产发展大厦首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山桂平支行,佛山市南海区桂城桂平西路3号怡翠花园海棠苑首层19、20、21、22、23号商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山海山支行,佛山市南海区桂城桂平西路2号鹿名居首层商场内商铺,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山官窑支行,佛山市南海区官窑镇官窑大道56号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山丹灶支行,佛山市南海区丹灶镇工业大道2号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山沥星支行,佛山市南海区大沥图强路50号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山桂中支行,佛山市南海区大沥体育路3号之5建银大厦D座首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山东建支行,佛山市南海区大沥体育路19号之一,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山沥园支行,佛山市南海区大沥水头路12号大沥电信综合楼首层之一,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山建强支行,佛山市南海区大沥沥苑路8号大沥房地产交易中心一楼、二楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山大沥支行,佛山市南海区大沥江夏路段,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_7.html,7
广东省,佛山市,建设银行广东省佛山沥建支行,佛山市南海区大沥环镇路城区小学5号铺位,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_8.html,8
广东省,佛山市,建设银行广东省佛山季华支行,佛山市季华七路2号1-4座首层P102、P103、 P104、 P105 、P106、 P107号铺位,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_8.html,8
广东省,佛山市,建设银行广东省佛山建达支行,佛山市高明区荷城中心路鸿福花园C座首层7、8、9、10号铺位,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_8.html,8
广东省,佛山市,建设银行广东省佛山协华支行,佛山市高明区荷城文华路537号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_8.html,8
广东省,佛山市,建设银行广东省佛山高明支行,佛山市高明区荷城文华路438号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_8.html,8
广东省,佛山市,建设银行广东省佛山沧江支行,佛山市高明区荷城沧江路7号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_8.html,8
广东省,佛山市,建设银行广东省佛山城中支行,佛山市高明区荷城沧江路184号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_8.html,8
广东省,佛山市,建设银行广东省佛山三洲分理处,佛山市高明区碧桂园房地产开发有限公司商铺首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_332_0_8.html,8
广东省,韶关市,建设银行广东省韶关新丰分理处,新丰县丰城镇人民东路27号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关翁源支行,翁源县龙仙镇建设一路244、246、248号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关始兴支行,始兴县太平镇北门路138号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关南郊支行,韶关市浈江区南郊四公里韶南大道中3号内,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关浈江支行,韶关市浈江启明北路1号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关北江支行,韶关市园前西路1号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关园前支行,韶关市熏风路16号之5、6号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关向阳支行,韶关市新华南路华园新村玫瑰大厦,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关西郊支行,韶关市西河工业中路68号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关武江支行,韶关市武江区新建路1号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关沿江西路分理处,韶关市武江区沙洲尾沿江西路鸿雁花园首层南侧,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关红星支行,韶关市水电局广韶大厦,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关中华路分理处,韶关市曲江区马坝镇中华二路13号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关梨园支行,韶关市南郊三公里嘉信商厦一楼,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关韶冶支行,韶关市南郊九公里冶炼厂综合大楼首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0.html,1
广东省,韶关市,建设银行广东省韶关西堤分理处,韶关市解放路156号之二首层东边之二,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关兴平支行,韶关市和平路联谊大厦首层东5号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关市分行营业部,韶关市光孝路6号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关风采分理处,韶关市风采路风采广场首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关北郊支行,韶关市北江区十里亭建设北路,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关西桥分理处,韶关市北江区风度路125号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关韶钢支行,韶关钢铁厂西区,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关乳源支行,乳源县城鹰峰中路4号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关仁化支行,仁化县仁化镇建设路45号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关乌石支行,曲江县乌石镇韶关电厂,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关曲江支行,曲江县马坝镇府前东路,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关南雄支行,南雄市雄州镇大成街9号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关坪石分理处,乐昌市坪石镇金鸡南路30号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,韶关市,建设银行广东省韶关乐昌支行,乐昌市乐城镇红星路69号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_333_0_2.html,2
广东省,江门市,建设银行广东省江门台山附城分理处,台山市台城镇台东路94号102-107,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门台山台东分理处,台山市台城镇台东路1号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门台山城南分理处,台山市台城镇上朗路264号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门台山城北分理处,台山市台城镇桥湖路81号102-104房,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门台山桥湖分理处,台山市台城镇桥湖路58号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省台山支行,台山市台城镇桥湖路332号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门台山龙华分理处,台山市台城镇龙华里33号103房,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门台山环球分理处,台山市台城镇环城南路128号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门台山环北分理处,台山市台城镇环北大道51号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门台山城东分理处,台山市台城镇富城大道110号之4前面新楼首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门台山富华分理处,台山市台城镇东郊9号102房,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门开平新华分理处,开平市新昌路14-16号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门开平水口分理处,开平市水口镇大宁路1-17号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门开平大兴分理处,开平市三埠镇新市路27号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门开平祥龙分理处,开平市三埠祥龙祥荻路42号首层,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0.html,1
广东省,江门市,建设银行广东省江门开平卫东分理处,开平市三埠区长沙卫民路21号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0_2.html,2
广东省,江门市,建设银行广东省江门开平长沙分理处,开平市三埠区长沙东郊南区33号东四卡,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0_2.html,2
广东省,江门市,建设银行广东省江门开平曙光分理处,开平市三埠长沙曙光西路50号101.102号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0_2.html,2
广东省,江门市,建设银行广东省江门开平赤坎分理处,开平市赤坎中华东路325号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0_2.html,2
广东省,江门市,建设银行广东省江门开平幸福分理处,开平市长沙区祥苑北路2-6幢首层110-113号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0_2.html,2
广东省,江门市,建设银行广东省江门开平东兴分理处,开平市长沙区幕涌东路12号107-110号铺位,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0_2.html,2
广东省,江门市,建设银行广东省江门开平三江分理处,开平市长沙侨园路102号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0_2.html,2
广东省,江门市,建设银行广东省开平支行,开平市长沙开华路44号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0_2.html,2
广东省,江门市,建设银行广东省江门育德分理处,江门市育德街9号106、107铺位,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0_2.html,2
广东省,江门市,建设银行广东省江门东观分理处,江门市永康二街9号103、104、105、106号,暂无,营业厅,https://bank.cngold.org/yhwd/bank_9_20_334_0_2.html,2
